starttime	seconds	ctime	dtime	ttime	wait
Sun Sep 03 19:50:28 2023	1693741828	0	498	498	497
Sun Sep 03 19:50:25 2023	1693741825	0	498	498	497
Sun Sep 03 19:50:28 2023	1693741828	0	498	498	497
Sun Sep 03 19:50:27 2023	1693741827	0	498	498	496
Sun Sep 03 19:50:27 2023	1693741827	0	498	498	496
Sun Sep 03 19:50:25 2023	1693741825	0	498	498	497
Sun Sep 03 19:50:23 2023	1693741823	0	498	498	496
Sun Sep 03 19:50:28 2023	1693741828	0	498	498	497
Sun Sep 03 19:50:28 2023	1693741828	0	498	498	498
Sun Sep 03 19:50:26 2023	1693741826	0	498	498	497
Sun Sep 03 19:50:29 2023	1693741829	0	498	498	497
Sun Sep 03 19:50:31 2023	1693741831	0	498	498	498
Sun Sep 03 19:50:28 2023	1693741828	0	498	498	498
Sun Sep 03 19:50:29 2023	1693741829	0	498	498	498
Sun Sep 03 19:50:29 2023	1693741829	0	498	498	496
Sun Sep 03 19:50:30 2023	1693741830	0	498	498	497
Sun Sep 03 19:50:29 2023	1693741829	0	498	498	497
Sun Sep 03 19:50:27 2023	1693741827	0	498	498	497
Sun Sep 03 19:50:28 2023	1693741828	0	498	498	497
Sun Sep 03 19:50:28 2023	1693741828	0	498	498	497
Sun Sep 03 19:50:29 2023	1693741829	0	498	498	497
Sun Sep 03 19:50:26 2023	1693741826	0	498	498	498
Sun Sep 03 19:50:27 2023	1693741827	0	498	498	498
Sun Sep 03 19:50:24 2023	1693741824	0	498	498	498
Sun Sep 03 19:50:27 2023	1693741827	0	498	498	498
Sun Sep 03 19:50:27 2023	1693741827	0	498	499	498
Sun Sep 03 19:50:24 2023	1693741824	0	498	499	498
Sun Sep 03 19:50:27 2023	1693741827	0	498	499	498
Sun Sep 03 19:50:27 2023	1693741827	0	498	499	498
Sun Sep 03 19:50:27 2023	1693741827	0	499	499	498
Sun Sep 03 19:50:25 2023	1693741825	0	499	499	497
Sun Sep 03 19:50:31 2023	1693741831	0	499	499	498
Sun Sep 03 19:50:29 2023	1693741829	0	499	499	498
Sun Sep 03 19:50:24 2023	1693741824	0	499	499	498
Sun Sep 03 19:50:28 2023	1693741828	0	499	499	498
Sun Sep 03 19:50:24 2023	1693741824	0	499	499	499
Sun Sep 03 19:50:25 2023	1693741825	0	499	499	498
Sun Sep 03 19:50:23 2023	1693741823	0	499	499	497
Sun Sep 03 19:50:31 2023	1693741831	0	499	499	499
Sun Sep 03 19:50:27 2023	1693741827	0	499	499	499
Sun Sep 03 19:50:26 2023	1693741826	0	499	499	499
Sun Sep 03 19:50:28 2023	1693741828	0	499	499	499
Sun Sep 03 19:50:24 2023	1693741824	0	499	499	499
Sun Sep 03 19:50:29 2023	1693741829	0	499	499	498
Sun Sep 03 19:50:27 2023	1693741827	0	499	499	499
Sun Sep 03 19:50:22 2023	1693741822	4	496	499	495
Sun Sep 03 19:50:28 2023	1693741828	0	499	499	499
Sun Sep 03 19:50:28 2023	1693741828	0	499	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	499	500	499
Sun Sep 03 19:50:26 2023	1693741826	0	499	500	499
Sun Sep 03 19:50:28 2023	1693741828	0	499	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	499	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	499	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	500	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	499	500	499
Sun Sep 03 19:50:25 2023	1693741825	0	499	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	500	500	499
Sun Sep 03 19:50:25 2023	1693741825	0	500	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	500	500	499
Sun Sep 03 19:50:23 2023	1693741823	0	500	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	500	500	499
Sun Sep 03 19:50:26 2023	1693741826	0	500	500	499
Sun Sep 03 19:50:26 2023	1693741826	0	500	500	499
Sun Sep 03 19:50:28 2023	1693741828	0	500	500	500
Sun Sep 03 19:50:25 2023	1693741825	0	500	500	499
Sun Sep 03 19:50:31 2023	1693741831	0	500	500	499
Sun Sep 03 19:50:30 2023	1693741830	0	500	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	500	500	499
Sun Sep 03 19:50:25 2023	1693741825	0	500	500	499
Sun Sep 03 19:50:29 2023	1693741829	0	500	500	499
Sun Sep 03 19:50:22 2023	1693741822	3	497	500	497
Sun Sep 03 19:50:24 2023	1693741824	0	500	500	499
Sun Sep 03 19:50:29 2023	1693741829	0	500	500	499
Sun Sep 03 19:50:26 2023	1693741826	0	500	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	500	500	500
Sun Sep 03 19:50:28 2023	1693741828	0	500	500	499
Sun Sep 03 19:50:31 2023	1693741831	0	500	500	500
Sun Sep 03 19:50:27 2023	1693741827	1	499	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	500	500	499
Sun Sep 03 19:50:27 2023	1693741827	0	500	500	499
Sun Sep 03 19:50:23 2023	1693741823	0	500	500	499
Sun Sep 03 19:50:28 2023	1693741828	0	500	500	499
Sun Sep 03 19:50:24 2023	1693741824	0	500	500	500
Sun Sep 03 19:50:25 2023	1693741825	0	500	500	499
Sun Sep 03 19:50:24 2023	1693741824	0	500	500	500
Sun Sep 03 19:50:30 2023	1693741830	0	500	500	500
Sun Sep 03 19:50:30 2023	1693741830	0	500	500	500
Sun Sep 03 19:50:28 2023	1693741828	0	500	500	500
Sun Sep 03 19:50:25 2023	1693741825	0	500	500	500
Sun Sep 03 19:50:29 2023	1693741829	1	500	501	499
Sun Sep 03 19:50:25 2023	1693741825	0	500	501	500
Sun Sep 03 19:50:30 2023	1693741830	0	500	501	500
Sun Sep 03 19:50:29 2023	1693741829	0	500	501	500
Sun Sep 03 19:50:28 2023	1693741828	0	501	501	500
Sun Sep 03 19:50:27 2023	1693741827	0	500	501	500
Sun Sep 03 19:50:29 2023	1693741829	0	500	501	500
Sun Sep 03 19:50:23 2023	1693741823	1	500	501	500
Sun Sep 03 19:50:27 2023	1693741827	0	501	501	500
Sun Sep 03 19:50:24 2023	1693741824	0	501	501	500
Sun Sep 03 19:50:25 2023	1693741825	0	501	501	500
Sun Sep 03 19:50:27 2023	1693741827	0	501	501	500
Sun Sep 03 19:50:31 2023	1693741831	0	501	501	500
Sun Sep 03 19:50:30 2023	1693741830	0	501	501	500
Sun Sep 03 19:50:22 2023	1693741822	0	501	501	500
Sun Sep 03 19:50:28 2023	1693741828	0	501	501	500
Sun Sep 03 19:50:23 2023	1693741823	0	501	501	500
Sun Sep 03 19:50:28 2023	1693741828	0	501	501	500
Sun Sep 03 19:50:28 2023	1693741828	0	501	501	500
Sun Sep 03 19:50:27 2023	1693741827	0	501	501	500
Sun Sep 03 19:50:30 2023	1693741830	0	501	501	501
Sun Sep 03 19:50:28 2023	1693741828	0	501	501	501
Sun Sep 03 19:50:25 2023	1693741825	0	501	501	500
Sun Sep 03 19:50:27 2023	1693741827	0	501	501	501
Sun Sep 03 19:50:27 2023	1693741827	0	501	501	501
Sun Sep 03 19:50:28 2023	1693741828	0	501	501	501
Sun Sep 03 19:50:25 2023	1693741825	0	501	501	501
Sun Sep 03 19:50:28 2023	1693741828	0	501	501	501
Sun Sep 03 19:50:27 2023	1693741827	0	501	501	501
Sun Sep 03 19:50:30 2023	1693741830	0	501	501	501
Sun Sep 03 19:50:26 2023	1693741826	0	501	502	501
Sun Sep 03 19:50:27 2023	1693741827	0	501	502	501
Sun Sep 03 19:50:25 2023	1693741825	0	501	502	501
Sun Sep 03 19:50:25 2023	1693741825	0	501	502	501
Sun Sep 03 19:50:26 2023	1693741826	0	501	502	501
Sun Sep 03 19:50:25 2023	1693741825	0	501	502	501
Sun Sep 03 19:50:26 2023	1693741826	0	502	502	501
Sun Sep 03 19:50:25 2023	1693741825	0	502	502	501
Sun Sep 03 19:50:29 2023	1693741829	0	501	502	501
Sun Sep 03 19:50:28 2023	1693741828	0	502	502	501
Sun Sep 03 19:50:27 2023	1693741827	0	502	502	501
Sun Sep 03 19:50:28 2023	1693741828	0	502	502	501
Sun Sep 03 19:50:25 2023	1693741825	1	501	502	501
Sun Sep 03 19:50:25 2023	1693741825	0	502	502	501
Sun Sep 03 19:50:24 2023	1693741824	2	500	502	499
Sun Sep 03 19:50:28 2023	1693741828	0	502	502	501
Sun Sep 03 19:50:27 2023	1693741827	0	502	502	501
Sun Sep 03 19:50:29 2023	1693741829	0	502	502	501
Sun Sep 03 19:50:27 2023	1693741827	0	502	502	501
Sun Sep 03 19:50:31 2023	1693741831	0	502	502	501
Sun Sep 03 19:50:26 2023	1693741826	0	502	502	502
Sun Sep 03 19:50:26 2023	1693741826	0	502	502	501
Sun Sep 03 19:50:28 2023	1693741828	0	502	502	501
Sun Sep 03 19:50:27 2023	1693741827	0	502	502	502
Sun Sep 03 19:50:28 2023	1693741828	0	502	502	502
Sun Sep 03 19:50:31 2023	1693741831	0	502	502	502
Sun Sep 03 19:50:23 2023	1693741823	0	502	502	502
Sun Sep 03 19:50:30 2023	1693741830	0	502	502	502
Sun Sep 03 19:50:26 2023	1693741826	0	502	502	502
Sun Sep 03 19:50:25 2023	1693741825	0	502	502	501
Sun Sep 03 19:50:27 2023	1693741827	0	502	502	502
Sun Sep 03 19:50:25 2023	1693741825	0	502	502	502
Sun Sep 03 19:50:26 2023	1693741826	0	502	502	502
Sun Sep 03 19:50:24 2023	1693741824	0	502	502	502
Sun Sep 03 19:50:26 2023	1693741826	0	502	502	502
Sun Sep 03 19:50:27 2023	1693741827	0	502	502	502
Sun Sep 03 19:50:30 2023	1693741830	0	502	503	502
Sun Sep 03 19:50:25 2023	1693741825	0	502	503	502
Sun Sep 03 19:50:27 2023	1693741827	0	502	503	502
Sun Sep 03 19:50:29 2023	1693741829	0	502	503	502
Sun Sep 03 19:50:25 2023	1693741825	0	502	503	502
Sun Sep 03 19:50:26 2023	1693741826	0	502	503	502
Sun Sep 03 19:50:25 2023	1693741825	0	503	503	502
Sun Sep 03 19:50:25 2023	1693741825	0	503	503	502
Sun Sep 03 19:50:30 2023	1693741830	0	503	503	502
Sun Sep 03 19:50:24 2023	1693741824	0	503	503	502
Sun Sep 03 19:50:28 2023	1693741828	0	503	503	502
Sun Sep 03 19:50:27 2023	1693741827	0	503	503	502
Sun Sep 03 19:50:29 2023	1693741829	0	503	503	502
Sun Sep 03 19:50:28 2023	1693741828	1	502	503	502
Sun Sep 03 19:50:30 2023	1693741830	0	503	503	502
Sun Sep 03 19:50:27 2023	1693741827	0	503	503	502
Sun Sep 03 19:50:30 2023	1693741830	1	502	503	502
Sun Sep 03 19:50:29 2023	1693741829	0	503	503	502
Sun Sep 03 19:50:26 2023	1693741826	0	503	503	502
Sun Sep 03 19:50:27 2023	1693741827	0	503	503	502
Sun Sep 03 19:50:30 2023	1693741830	0	503	503	502
Sun Sep 03 19:50:24 2023	1693741824	1	502	503	501
Sun Sep 03 19:50:24 2023	1693741824	0	503	503	503
Sun Sep 03 19:50:30 2023	1693741830	0	503	503	503
Sun Sep 03 19:50:24 2023	1693741824	0	503	503	503
Sun Sep 03 19:50:27 2023	1693741827	0	503	503	503
Sun Sep 03 19:50:28 2023	1693741828	0	503	503	501
Sun Sep 03 19:50:23 2023	1693741823	0	503	503	502
Sun Sep 03 19:50:27 2023	1693741827	0	503	503	503
Sun Sep 03 19:50:25 2023	1693741825	0	503	503	503
Sun Sep 03 19:50:25 2023	1693741825	0	503	503	503
Sun Sep 03 19:50:31 2023	1693741831	0	503	503	503
Sun Sep 03 19:50:27 2023	1693741827	0	503	503	503
Sun Sep 03 19:50:27 2023	1693741827	0	503	503	503
Sun Sep 03 19:50:25 2023	1693741825	0	503	503	503
Sun Sep 03 19:50:28 2023	1693741828	0	503	503	503
Sun Sep 03 19:50:28 2023	1693741828	0	504	504	503
Sun Sep 03 19:50:31 2023	1693741831	0	504	504	497
Sun Sep 03 19:50:26 2023	1693741826	0	504	504	503
Sun Sep 03 19:50:28 2023	1693741828	0	504	504	503
Sun Sep 03 19:50:23 2023	1693741823	0	503	504	503
Sun Sep 03 19:50:29 2023	1693741829	0	504	504	503
Sun Sep 03 19:50:28 2023	1693741828	0	504	504	503
Sun Sep 03 19:50:29 2023	1693741829	0	504	504	503
Sun Sep 03 19:50:28 2023	1693741828	0	504	504	503
Sun Sep 03 19:50:27 2023	1693741827	0	504	504	503
Sun Sep 03 19:50:25 2023	1693741825	0	504	504	504
Sun Sep 03 19:50:27 2023	1693741827	0	504	504	503
Sun Sep 03 19:50:28 2023	1693741828	0	504	504	504
Sun Sep 03 19:50:28 2023	1693741828	0	504	504	503
Sun Sep 03 19:50:24 2023	1693741824	0	504	504	504
Sun Sep 03 19:50:27 2023	1693741827	0	504	504	503
Sun Sep 03 19:50:25 2023	1693741825	0	504	504	503
Sun Sep 03 19:50:31 2023	1693741831	0	504	504	503
Sun Sep 03 19:50:25 2023	1693741825	0	504	504	502
Sun Sep 03 19:50:27 2023	1693741827	0	504	504	503
Sun Sep 03 19:50:27 2023	1693741827	0	504	505	504
Sun Sep 03 19:50:25 2023	1693741825	0	504	505	503
Sun Sep 03 19:50:27 2023	1693741827	0	504	505	504
Sun Sep 03 19:50:30 2023	1693741830	0	504	505	504
Sun Sep 03 19:50:25 2023	1693741825	0	504	505	504
Sun Sep 03 19:50:28 2023	1693741828	0	504	505	504
Sun Sep 03 19:50:30 2023	1693741830	0	504	505	504
Sun Sep 03 19:50:30 2023	1693741830	0	505	505	504
Sun Sep 03 19:50:25 2023	1693741825	0	505	505	504
Sun Sep 03 19:50:25 2023	1693741825	0	505	505	504
Sun Sep 03 19:50:23 2023	1693741823	0	505	505	504
Sun Sep 03 19:50:31 2023	1693741831	0	505	505	504
Sun Sep 03 19:50:24 2023	1693741824	0	505	505	504
Sun Sep 03 19:50:25 2023	1693741825	0	505	505	504
Sun Sep 03 19:50:30 2023	1693741830	0	505	505	504
Sun Sep 03 19:50:24 2023	1693741824	0	505	505	504
Sun Sep 03 19:50:25 2023	1693741825	0	505	505	504
Sun Sep 03 19:50:30 2023	1693741830	0	505	505	504
Sun Sep 03 19:50:23 2023	1693741823	0	505	505	504
Sun Sep 03 19:50:25 2023	1693741825	0	505	505	504
Sun Sep 03 19:50:24 2023	1693741824	0	505	505	504
Sun Sep 03 19:50:26 2023	1693741826	0	505	505	504
Sun Sep 03 19:50:26 2023	1693741826	0	505	505	504
Sun Sep 03 19:50:28 2023	1693741828	0	505	505	504
Sun Sep 03 19:50:29 2023	1693741829	0	505	505	504
Sun Sep 03 19:50:28 2023	1693741828	0	505	505	504
Sun Sep 03 19:50:27 2023	1693741827	0	505	505	504
Sun Sep 03 19:50:25 2023	1693741825	0	505	505	505
Sun Sep 03 19:50:29 2023	1693741829	0	505	505	504
Sun Sep 03 19:50:28 2023	1693741828	0	505	505	503
Sun Sep 03 19:50:27 2023	1693741827	0	505	505	505
Sun Sep 03 19:50:28 2023	1693741828	1	505	505	504
Sun Sep 03 19:50:29 2023	1693741829	0	505	505	505
Sun Sep 03 19:50:25 2023	1693741825	0	505	505	505
Sun Sep 03 19:50:30 2023	1693741830	0	505	505	505
Sun Sep 03 19:50:29 2023	1693741829	0	505	506	505
Sun Sep 03 19:50:30 2023	1693741830	0	505	506	505
Sun Sep 03 19:50:27 2023	1693741827	0	505	506	505
Sun Sep 03 19:50:25 2023	1693741825	0	505	506	505
Sun Sep 03 19:50:26 2023	1693741826	0	505	506	505
Sun Sep 03 19:50:30 2023	1693741830	1	505	506	504
Sun Sep 03 19:50:23 2023	1693741823	2	503	506	503
Sun Sep 03 19:50:24 2023	1693741824	0	505	506	505
Sun Sep 03 19:50:24 2023	1693741824	0	506	506	505
Sun Sep 03 19:50:27 2023	1693741827	0	506	506	505
Sun Sep 03 19:50:27 2023	1693741827	0	506	506	505
Sun Sep 03 19:50:28 2023	1693741828	0	505	506	505
Sun Sep 03 19:50:24 2023	1693741824	0	506	506	505
Sun Sep 03 19:50:26 2023	1693741826	0	506	506	505
Sun Sep 03 19:50:25 2023	1693741825	0	506	506	505
Sun Sep 03 19:50:27 2023	1693741827	0	506	506	505
Sun Sep 03 19:50:29 2023	1693741829	0	506	506	505
Sun Sep 03 19:50:27 2023	1693741827	0	506	506	505
Sun Sep 03 19:50:29 2023	1693741829	0	506	506	505
Sun Sep 03 19:50:29 2023	1693741829	0	506	506	505
Sun Sep 03 19:50:23 2023	1693741823	1	506	506	505
Sun Sep 03 19:50:24 2023	1693741824	0	506	506	506
Sun Sep 03 19:50:28 2023	1693741828	0	506	506	505
Sun Sep 03 19:50:27 2023	1693741827	0	506	506	506
Sun Sep 03 19:50:30 2023	1693741830	0	506	506	506
Sun Sep 03 19:50:28 2023	1693741828	0	506	506	506
Sun Sep 03 19:50:24 2023	1693741824	0	506	506	506
Sun Sep 03 19:50:28 2023	1693741828	0	506	506	505
Sun Sep 03 19:50:28 2023	1693741828	0	506	507	506
Sun Sep 03 19:50:26 2023	1693741826	0	506	507	506
Sun Sep 03 19:50:27 2023	1693741827	0	506	507	506
Sun Sep 03 19:50:31 2023	1693741831	0	506	507	506
Sun Sep 03 19:50:27 2023	1693741827	0	506	507	505
Sun Sep 03 19:50:28 2023	1693741828	0	507	507	506
Sun Sep 03 19:50:27 2023	1693741827	0	507	507	506
Sun Sep 03 19:50:27 2023	1693741827	0	507	507	506
Sun Sep 03 19:50:29 2023	1693741829	0	506	507	506
Sun Sep 03 19:50:25 2023	1693741825	2	505	507	504
Sun Sep 03 19:50:28 2023	1693741828	1	506	507	506
Sun Sep 03 19:50:30 2023	1693741830	0	507	507	506
Sun Sep 03 19:50:23 2023	1693741823	0	507	507	505
Sun Sep 03 19:50:24 2023	1693741824	0	507	507	506
Sun Sep 03 19:50:27 2023	1693741827	0	507	507	506
Sun Sep 03 19:50:28 2023	1693741828	0	507	507	506
Sun Sep 03 19:50:24 2023	1693741824	0	507	507	507
Sun Sep 03 19:50:26 2023	1693741826	0	507	507	507
Sun Sep 03 19:50:30 2023	1693741830	0	507	507	506
Sun Sep 03 19:50:31 2023	1693741831	0	507	507	507
Sun Sep 03 19:50:26 2023	1693741826	0	507	507	507
Sun Sep 03 19:50:24 2023	1693741824	0	507	507	507
Sun Sep 03 19:50:28 2023	1693741828	0	507	507	507
Sun Sep 03 19:50:27 2023	1693741827	0	507	507	507
Sun Sep 03 19:50:29 2023	1693741829	0	507	507	506
Sun Sep 03 19:50:27 2023	1693741827	0	507	507	506
Sun Sep 03 19:50:26 2023	1693741826	0	507	507	507
Sun Sep 03 19:50:26 2023	1693741826	0	507	507	507
Sun Sep 03 19:50:23 2023	1693741823	0	507	508	507
Sun Sep 03 19:50:28 2023	1693741828	0	507	508	507
Sun Sep 03 19:50:25 2023	1693741825	0	507	508	507
Sun Sep 03 19:50:31 2023	1693741831	0	507	508	507
Sun Sep 03 19:50:29 2023	1693741829	0	507	508	507
Sun Sep 03 19:50:25 2023	1693741825	0	508	508	507
Sun Sep 03 19:50:30 2023	1693741830	0	507	508	507
Sun Sep 03 19:50:25 2023	1693741825	0	508	508	507
Sun Sep 03 19:50:28 2023	1693741828	0	508	508	507
Sun Sep 03 19:50:27 2023	1693741827	0	508	508	507
Sun Sep 03 19:50:28 2023	1693741828	0	508	508	507
Sun Sep 03 19:50:30 2023	1693741830	0	508	508	507
Sun Sep 03 19:50:29 2023	1693741829	0	508	508	507
Sun Sep 03 19:50:26 2023	1693741826	0	508	508	508
Sun Sep 03 19:50:28 2023	1693741828	0	508	508	507
Sun Sep 03 19:50:28 2023	1693741828	0	508	508	507
Sun Sep 03 19:50:23 2023	1693741823	0	508	508	507
Sun Sep 03 19:50:25 2023	1693741825	0	508	508	508
Sun Sep 03 19:50:29 2023	1693741829	0	508	508	506
Sun Sep 03 19:50:28 2023	1693741828	0	508	508	508
Sun Sep 03 19:50:28 2023	1693741828	0	508	509	508
Sun Sep 03 19:50:24 2023	1693741824	0	508	509	508
Sun Sep 03 19:50:26 2023	1693741826	0	508	509	508
Sun Sep 03 19:50:26 2023	1693741826	0	508	509	508
Sun Sep 03 19:50:23 2023	1693741823	0	509	509	508
Sun Sep 03 19:50:25 2023	1693741825	0	509	509	508
Sun Sep 03 19:50:24 2023	1693741824	0	509	509	508
Sun Sep 03 19:50:24 2023	1693741824	0	509	509	508
Sun Sep 03 19:50:28 2023	1693741828	0	509	509	508
Sun Sep 03 19:50:29 2023	1693741829	0	509	509	508
Sun Sep 03 19:50:25 2023	1693741825	0	509	509	508
Sun Sep 03 19:50:25 2023	1693741825	0	509	509	508
Sun Sep 03 19:50:30 2023	1693741830	0	509	509	508
Sun Sep 03 19:50:31 2023	1693741831	0	509	509	508
Sun Sep 03 19:50:26 2023	1693741826	0	509	509	508
Sun Sep 03 19:50:25 2023	1693741825	0	509	509	508
Sun Sep 03 19:50:27 2023	1693741827	0	509	509	509
Sun Sep 03 19:50:28 2023	1693741828	0	509	509	509
Sun Sep 03 19:50:25 2023	1693741825	0	509	509	509
Sun Sep 03 19:50:27 2023	1693741827	0	509	509	509
Sun Sep 03 19:50:28 2023	1693741828	0	509	509	509
Sun Sep 03 19:50:25 2023	1693741825	0	509	509	509
Sun Sep 03 19:50:30 2023	1693741830	0	509	509	509
Sun Sep 03 19:50:28 2023	1693741828	0	509	510	509
Sun Sep 03 19:50:29 2023	1693741829	0	509	510	508
Sun Sep 03 19:50:25 2023	1693741825	0	509	510	509
Sun Sep 03 19:50:30 2023	1693741830	0	509	510	508
Sun Sep 03 19:50:24 2023	1693741824	0	509	510	509
Sun Sep 03 19:50:28 2023	1693741828	0	509	510	509
Sun Sep 03 19:50:31 2023	1693741831	0	509	510	509
Sun Sep 03 19:50:28 2023	1693741828	0	509	510	509
Sun Sep 03 19:50:28 2023	1693741828	0	509	510	509
Sun Sep 03 19:50:28 2023	1693741828	0	509	510	509
Sun Sep 03 19:50:28 2023	1693741828	3	507	510	507
Sun Sep 03 19:50:24 2023	1693741824	0	510	510	509
Sun Sep 03 19:50:30 2023	1693741830	0	510	510	509
Sun Sep 03 19:50:29 2023	1693741829	0	509	510	509
Sun Sep 03 19:50:29 2023	1693741829	0	510	510	509
Sun Sep 03 19:50:28 2023	1693741828	0	510	510	509
Sun Sep 03 19:50:30 2023	1693741830	1	509	510	509
Sun Sep 03 19:50:25 2023	1693741825	0	510	510	509
Sun Sep 03 19:50:28 2023	1693741828	0	510	510	507
Sun Sep 03 19:50:31 2023	1693741831	0	510	510	509
Sun Sep 03 19:50:24 2023	1693741824	0	510	510	510
Sun Sep 03 19:50:31 2023	1693741831	0	510	510	510
Sun Sep 03 19:50:26 2023	1693741826	0	510	510	510
Sun Sep 03 19:50:23 2023	1693741823	0	510	510	510
Sun Sep 03 19:50:28 2023	1693741828	0	510	510	510
Sun Sep 03 19:50:28 2023	1693741828	0	510	510	510
Sun Sep 03 19:50:24 2023	1693741824	0	510	511	510
Sun Sep 03 19:50:28 2023	1693741828	0	510	511	510
Sun Sep 03 19:50:24 2023	1693741824	0	510	511	510
Sun Sep 03 19:50:28 2023	1693741828	0	510	511	510
Sun Sep 03 19:50:31 2023	1693741831	0	510	511	510
Sun Sep 03 19:50:29 2023	1693741829	0	511	511	510
Sun Sep 03 19:50:28 2023	1693741828	0	511	511	510
Sun Sep 03 19:50:29 2023	1693741829	0	511	511	510
Sun Sep 03 19:50:30 2023	1693741830	0	511	511	510
Sun Sep 03 19:50:25 2023	1693741825	0	511	511	510
Sun Sep 03 19:50:29 2023	1693741829	0	511	511	510
Sun Sep 03 19:50:26 2023	1693741826	0	511	511	510
Sun Sep 03 19:50:27 2023	1693741827	0	511	511	511
Sun Sep 03 19:50:28 2023	1693741828	0	511	511	510
Sun Sep 03 19:50:31 2023	1693741831	0	511	511	510
Sun Sep 03 19:50:25 2023	1693741825	0	511	511	510
Sun Sep 03 19:50:27 2023	1693741827	0	511	511	511
Sun Sep 03 19:50:28 2023	1693741828	0	511	511	511
Sun Sep 03 19:50:28 2023	1693741828	0	511	511	511
Sun Sep 03 19:50:25 2023	1693741825	0	511	511	511
Sun Sep 03 19:50:25 2023	1693741825	0	511	511	511
Sun Sep 03 19:50:30 2023	1693741830	0	511	511	511
Sun Sep 03 19:50:25 2023	1693741825	0	511	512	511
Sun Sep 03 19:50:28 2023	1693741828	0	511	512	511
Sun Sep 03 19:50:28 2023	1693741828	0	511	512	511
Sun Sep 03 19:50:25 2023	1693741825	0	512	512	511
Sun Sep 03 19:50:27 2023	1693741827	0	511	512	511
Sun Sep 03 19:50:30 2023	1693741830	0	512	512	511
Sun Sep 03 19:50:31 2023	1693741831	0	511	512	511
Sun Sep 03 19:50:22 2023	1693741822	3	509	512	509
Sun Sep 03 19:50:26 2023	1693741826	0	512	512	511
Sun Sep 03 19:50:23 2023	1693741823	0	512	512	511
Sun Sep 03 19:50:22 2023	1693741822	1	511	512	511
Sun Sep 03 19:50:24 2023	1693741824	0	512	512	512
Sun Sep 03 19:50:22 2023	1693741822	0	512	512	511
Sun Sep 03 19:50:31 2023	1693741831	0	512	512	512
Sun Sep 03 19:50:28 2023	1693741828	0	512	512	512
Sun Sep 03 19:50:27 2023	1693741827	0	512	512	512
Sun Sep 03 19:50:24 2023	1693741824	0	512	512	512
Sun Sep 03 19:50:29 2023	1693741829	0	512	512	512
Sun Sep 03 19:50:23 2023	1693741823	0	512	512	512
Sun Sep 03 19:50:27 2023	1693741827	0	512	512	512
Sun Sep 03 19:50:24 2023	1693741824	0	512	512	511
Sun Sep 03 19:50:25 2023	1693741825	0	512	512	511
Sun Sep 03 19:50:23 2023	1693741823	0	512	512	512
Sun Sep 03 19:50:24 2023	1693741824	0	512	512	512
Sun Sep 03 19:50:23 2023	1693741823	0	512	512	512
Sun Sep 03 19:50:30 2023	1693741830	0	512	513	512
Sun Sep 03 19:50:28 2023	1693741828	0	512	513	512
Sun Sep 03 19:50:30 2023	1693741830	0	512	513	512
Sun Sep 03 19:50:31 2023	1693741831	0	512	513	512
Sun Sep 03 19:50:27 2023	1693741827	0	513	513	512
Sun Sep 03 19:50:27 2023	1693741827	0	513	513	512
Sun Sep 03 19:50:29 2023	1693741829	0	513	513	512
Sun Sep 03 19:50:25 2023	1693741825	0	513	513	512
Sun Sep 03 19:50:25 2023	1693741825	0	513	513	512
Sun Sep 03 19:50:28 2023	1693741828	0	513	513	512
Sun Sep 03 19:50:28 2023	1693741828	0	513	513	512
Sun Sep 03 19:50:30 2023	1693741830	0	513	513	512
Sun Sep 03 19:50:25 2023	1693741825	0	513	513	512
Sun Sep 03 19:50:25 2023	1693741825	0	513	513	513
Sun Sep 03 19:50:26 2023	1693741826	0	513	513	513
Sun Sep 03 19:50:25 2023	1693741825	0	513	513	513
Sun Sep 03 19:50:25 2023	1693741825	0	513	513	513
Sun Sep 03 19:50:24 2023	1693741824	0	513	513	513
Sun Sep 03 19:50:31 2023	1693741831	0	513	513	513
Sun Sep 03 19:50:22 2023	1693741822	4	510	513	509
Sun Sep 03 19:50:26 2023	1693741826	0	513	513	513
Sun Sep 03 19:50:27 2023	1693741827	0	513	513	513
Sun Sep 03 19:50:31 2023	1693741831	0	513	513	513
Sun Sep 03 19:50:24 2023	1693741824	0	513	513	513
Sun Sep 03 19:50:29 2023	1693741829	0	513	513	512
Sun Sep 03 19:50:27 2023	1693741827	0	513	514	513
Sun Sep 03 19:50:27 2023	1693741827	0	513	514	512
Sun Sep 03 19:50:25 2023	1693741825	0	513	514	513
Sun Sep 03 19:50:23 2023	1693741823	0	513	514	513
Sun Sep 03 19:50:31 2023	1693741831	0	513	514	513
Sun Sep 03 19:50:28 2023	1693741828	0	514	514	513
Sun Sep 03 19:50:25 2023	1693741825	0	514	514	513
